Data collection started on {01/24/2018 11:26:17.013}
[Time] 	 [G1.X] 	 [G1.Y] 	 [G1.Z] 	 [G2.X] 	 [G2.Y] 	 [G2.Z] 	 [G3.X] 	 [G3.Y] 	 [G3.Z] 	 [G4.X] 	 [G4.Y] 	 [G4.Z] 	 [A1.X] 	 [A1.Y] 	 [A1.Z] 	 [A2.X] 	 [A2.Y] 	 [A2.Z] 	 [A3.X] 	 [A3.Y] 	 [A3.Z] 	 [A4.X] 	 [A4.Y] 	 [A4.Z] 	 [M1.X] 	 [M1.Y] 	 [M1.Z] 	 [M2.X] 	 [M2.Y] 	 [M2.Z] 	 [M3.X] 	 [M3.Y] 	 [M3.Z] 	 [M4.X] 	 [M4.Y] 	 [M4.Z] 	 [EMG1] 	 [EMG2] 	 [PULSE A] 	 [PULSE B]
0.4000000000	-243.0151827268	95.0637064164	-127.2907606622	-100.3128099489	10.9559777218	16.9985503929	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0314946212	-0.4406805524	-0.0349126421	0.1428244450	-0.4816968032	-0.4987869078	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	-0.0719615473	0.0247196155	-0.2708171206	0.0463263905	-0.1367818723	-0.0481574731	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	2.8894483864	2.9028763256	0.8250125887	2.4750377661	
0.4200000000	-248.4473945220	216.7086289769	-128.2673380636	-144.1977569238	23.2242313268	10.8339055467	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.1984893568	-0.3181200885	-0.0251468681	0.0720225834	-0.5603112840	-0.4294499123	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	-0.0602426184	0.0415655756	-0.2715495537	0.0448615244	-0.1261615930	-0.0653696498	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	2.8833447776	2.8833447776	0.8250125887	2.4750377661	
0.4400000000	-252.2316319524	250.5836575875	-66.5598535134	-172.5185015641	35.2483405814	12.7870603494	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.3938048371	-0.2263218128	-0.1511253529	0.0646982528	-0.3845273518	-0.3064011597	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	-0.0444953079	0.0569466697	-0.2719157702	0.0518196384	-0.1170061799	-0.0628061341	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	2.8894483864	2.8857862211	0.8250125887	2.4750377661	
0.4600000000	-191.3176165408	242.7710383764	-16.7544060426	-200.3509575036	38.0560006104	14.3739986267	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.5217364767	0.0178225376	-0.4602121004	0.1184100099	-0.2287632563	-0.4050354772	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	-0.0276493477	0.0723277638	-0.2675211719	0.0540169375	-0.0983291371	-0.0510872053	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	2.9028763256	2.8833447776	0.8250125887	2.4750377661	
0.4800000000	29.3888761730	213.9009689479	27.9850461585	-114.4121461814	30.7316700999	-10.7118333715	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.7155870909	0.2165560388	-0.8108033875	0.2116731518	-0.2463416495	-0.5437094682	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	-0.0108033875	0.0770885786	-0.2667887388	0.0551155871	-0.0814831769	-0.0679331655	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	2.8882276646	2.8723582818	0.8250125887	2.4750377661	
0.5000000000	180.0259403372	139.8031586175	70.2220187686	8.3314259556	9.3690394446	-11.7494468605	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.7487907225	0.1086442359	-0.9699855039	0.2458533608	-0.0017090105	-0.7800411994	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0020141909	0.0693980316	-0.2708171206	0.0558480201	-0.0708628977	-0.0514534218	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	2.8955519951	2.8882276646	0.8250125887	2.4750377661	
0.5200000000	275.3032730602	22.6138704509	122.1637293050	116.3042648966	4.8523689631	-16.7544060426	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.7883421073	-0.0686045624	-0.8962539101	0.3020065614	0.0026855879	-0.6608987564	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0089723049	0.0496223392	-0.2774090181	0.0613412680	-0.0704966812	-0.0690318151	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	2.8967727169	2.9004348821	0.8250125887	2.4750377661	
0.5400000000	271.4579995422	-85.2368963149	169.1615167468	172.8236820020	0.3967345693	-10.7728694591	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.6877546349	-0.3444876783	-0.6960555428	0.2087434195	-0.2868696117	-0.5495689326	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0086060883	0.0287479973	-0.2814373999	0.0573128862	-0.0811169604	-0.0562142367	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	2.8760204471	2.8857862211	0.8250125887	2.4750377661	
0.5600000000	204.2572671092	-171.7250324254	185.9464408331	171.3588158999	-5.0354772259	-7.3548485542	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.5656824598	-0.4519111925	-0.5510337987	0.1511253529	-0.5246662089	-0.4875562676	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0023804074	0.0075074388	-0.2847333486	0.0565804532	-0.0961318379	-0.0628061341	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	2.8979934386	2.8747997253	0.8250125887	2.4750377661	
0.5800000000	138.1551842527	-227.0237277791	153.7804226749	138.3382925155	-10.5287251087	-0.3356984817	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.4514229038	-0.5246662089	-0.4338445106	0.1604028382	-0.6106050202	-0.4709544518	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	-0.0133669032	-0.0056763561	-0.2854657816	0.0573128862	-0.1111467155	-0.0514534218	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	2.9126420996	2.8943312734	0.8250125887	2.4750377661	
0.6000000000	62.0431830320	-244.6021210040	113.9848935683	105.0125886931	-20.4165712978	7.4769207294	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.3562066072	-0.4865796902	-0.3288624399	0.1613794156	-0.5300373846	-0.4641184100	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	-0.0287479973	-0.0130006867	-0.2836346990	0.0536507210	-0.1221332113	-0.0529182879	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	2.8967727169	2.8723582818	0.8250125887	2.4750377661	
0.6200000000	-36.7132066835	-195.6511787594	65.7663843748	74.6776531624	-34.5159075303	18.8296330205	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.2927290761	-0.4587472343	-0.1579613947	0.1413595789	-0.4470283055	-0.5339436942	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	-0.0463263905	-0.0115358206	-0.2796063172	0.0503547723	-0.1312886244	-0.0562142367	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	2.8943312734	2.8979934386	0.8250125887	2.4750377661	
0.6400000000	-95.6740672923	-126.4362554360	17.4868390936	-0.6408789197	-28.1681544213	32.4406805524	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.1096208133	-0.4406805524	-0.1511253529	0.1159685664	-0.5593347066	-0.4646066987	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	-0.0606088350	-0.0060425727	-0.2748455024	0.0518196384	-0.1397116045	-0.0474250401	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	2.8931105516	2.8833447776	0.8250125887	2.4750377661	
0.6600000000	-215.4879072251	-41.0467689021	-15.7167925536	-70.3440909438	-13.8246738384	30.1213092241	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0666514076	-0.4582589456	0.0119630732	0.0852063783	-0.5022049287	-0.3571831846	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	-0.0646372168	0.0075074388	-0.2741130694	0.0499885557	-0.1360494392	-0.0536507210	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	2.8870069429	2.8772411688	0.8250125887	2.4750377661	
0.6800000000	-283.8483253223	50.6904707408	-58.5030899519	-96.1013199054	6.3172350652	31.5251392386	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0134279393	-0.3454642557	0.1257343404	0.0842298009	-0.3640192264	-0.2688029297	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	-0.0646372168	0.0250858320	-0.2733806363	0.0444953079	-0.1287251087	-0.0514534218	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	2.8772411688	2.8613717861	0.8250125887	2.4750377661	
0.7000000000	-287.0832379644	137.2396429389	-83.8941023880	-125.3376058595	16.5712977798	30.4264896620	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0930189975	-0.0783703365	0.0949721523	0.1110856794	-0.3479056992	-0.2434119173	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	-0.0569466697	0.0455939574	-0.2704509041	0.0485236896	-0.1184710460	-0.0584115358	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	2.8992141604	2.8992141604	0.8250125887	2.4750377661	
0.7200000000	-216.8307011521	212.8023193713	-94.0260929274	-178.0727855344	33.7834744793	8.8807507439	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.2424353399	0.0231937133	-0.1013199054	0.1379415579	-0.3601129168	-0.3845273518	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	-0.0470588235	0.0595101854	-0.2682536049	0.0466926070	-0.1049210346	-0.0415655756	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	2.8821240558	2.8894483864	0.8250125887	2.4750377661	
0.7400000000	-86.6407263294	232.7000839246	-33.3562218662	-196.2005035477	43.1219958801	-7.4769207294	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.4572823682	0.0505378805	-0.4357976654	0.1271992065	-0.0920424201	-0.6472266728	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	-0.0331425956	0.0708628977	-0.2649576562	0.0514534218	-0.0939345388	-0.0584115358	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	2.8882276646	2.8784618906	0.8250125887	2.4750377661	
0.7600000000	56.7330434119	212.4971389334	20.6607156481	-91.7067215991	38.3611810483	-6.1341268025	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.6052338445	0.1115739681	-0.7927367056	0.1906767376	0.1355001144	-0.8191042954	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	-0.0177615015	0.0726939803	-0.2697184710	0.0584115358	-0.0770885786	-0.0261844816	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	2.9004348821	2.8882276646	0.8250125887	2.4750377661	
0.7800000000	197.5432974746	134.7981994354	40.8636606394	29.3888761730	16.6323338674	-15.7778286412	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.7258411536	0.1696803235	-1.0402990768	0.2585488670	0.1071793698	-0.7780880446	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	-0.0034790570	0.0635385672	-0.2726482033	0.0573128862	-0.0715953307	-0.0580453193	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	2.8845654994	2.8894483864	0.8250125887	2.4750377661	
0.8000000000	258.5793850614	15.2285038529	84.4434271763	130.2204928664	3.3875028611	-23.9566643778	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.7448844129	-0.1140154116	-0.9201800565	0.3078660258	-0.0422369726	-0.6316014343	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0031128405	0.0466926070	-0.2766765850	0.0602426184	-0.0693980316	-0.0360723278	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	2.8979934386	2.8723582818	0.8250125887	2.4750377661	
0.8200000000	232.6390478370	-92.4391546502	124.1779201953	157.2594796674	-6.2561989776	-23.7125200275	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.0305180438	0.6496681163	-0.3469291218	-0.7390249485	0.2443884947	-0.3303273060	-0.6081635767	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0002441444	0.0027466239	0.0276493477	-0.2829022660	0.0562142367	-0.0822156100	-0.0532845045	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	0.0001831083	2.9028763256	2.8882276646	0.8250125887	2.4750377661	
